a_c_c_x___A_b_s_o_l_u_t_e_ _e_n_e_r_g_y,a_c_c_x___A_v_e_r_a_g_e_ _p_o_w_e_r,a_c_c_x___E_C_D_F_ _P_e_r_c_e_n_t_i_l_e_ _C_o_u_n_t___0,a_c_c_x___E_C_D_F_ _P_e_r_c_e_n_t_i_l_e_ _C_o_u_n_t___1,a_c_c_x___E_C_D_F_ _P_e_r_c_e_n_t_i_l_e___0,a_c_c_x___E_C_D_F_ _P_e_r_c_e_n_t_i_l_e___1,a_c_c_x___E_C_D_F___0,a_c_c_x___E_C_D_F___1,a_c_c_x___E_C_D_F___2,a_c_c_x___E_C_D_F___3,a_c_c_x___E_C_D_F___4,a_c_c_x___E_C_D_F___5,a_c_c_x___E_C_D_F___6,a_c_c_x___E_C_D_F___7,a_c_c_x___E_C_D_F___8,a_c_c_x___E_C_D_F___9,a_c_c_x___E_n_t_r_o_p_y,a_c_c_x___H_i_s_t_o_g_r_a_m_ _m_o_d_e,a_c_c_x___I_n_t_e_r_q_u_a_r_t_i_l_e_ _r_a_n_g_e,a_c_c_x___K_u_r_t_o_s_i_s,a_c_c_x___M_a_x,a_c_c_x___M_e_a_n,a_c_c_x___M_e_a_n_ _a_b_s_o_l_u_t_e_ _d_e_v_i_a_t_i_o_n,a_c_c_x___M_e_d_i_a_n,a_c_c_x___M_e_d_i_a_n_ _a_b_s_o_l_u_t_e_ _d_e_v_i_a_t_i_o_n,a_c_c_x___M_i_n,a_c_c_x___P_e_a_k_ _t_o_ _p_e_a_k_ _d_i_s_t_a_n_c_e,a_c_c_x___R_o_o_t_ _m_e_a_n_ _s_q_u_a_r_e,a_c_c_x___S_k_e_w_n_e_s_s,a_c_c_x___S_t_a_n_d_a_r_d_ _d_e_v_i_a_t_i_o_n,a_c_c_x___V_a_r_i_a_n_c_e,a_c_c_y___A_b_s_o_l_u_t_e_ _e_n_e_r_g_y,a_c_c_y___A_v_e_r_a_g_e_ _p_o_w_e_r,a_c_c_y___E_C_D_F_ _P_e_r_c_e_n_t_i_l_e_ _C_o_u_n_t___0,a_c_c_y___E_C_D_F_ _P_e_r_c_e_n_t_i_l_e_ _C_o_u_n_t___1,a_c_c_y___E_C_D_F_ _P_e_r_c_e_n_t_i_l_e___0,a_c_c_y___E_C_D_F_ _P_e_r_c_e_n_t_i_l_e___1,a_c_c_y___E_C_D_F___0,a_c_c_y___E_C_D_F___1,a_c_c_y___E_C_D_F___2,a_c_c_y___E_C_D_F___3,a_c_c_y___E_C_D_F___4,a_c_c_y___E_C_D_F___5,a_c_c_y___E_C_D_F___6,a_c_c_y___E_C_D_F___7,a_c_c_y___E_C_D_F___8,a_c_c_y___E_C_D_F___9,a_c_c_y___E_n_t_r_o_p_y,a_c_c_y___H_i_s_t_o_g_r_a_m_ _m_o_d_e,a_c_c_y___I_n_t_e_r_q_u_a_r_t_i_l_e_ _r_a_n_g_e,a_c_c_y___K_u_r_t_o_s_i_s,a_c_c_y___M_a_x,a_c_c_y___M_e_a_n,a_c_c_y___M_e_a_n_ _a_b_s_o_l_u_t_e_ _d_e_v_i_a_t_i_o_n,a_c_c_y___M_e_d_i_a_n,a_c_c_y___M_e_d_i_a_n_ _a_b_s_o_l_u_t_e_ _d_e_v_i_a_t_i_o_n,a_c_c_y___M_i_n,a_c_c_y___P_e_a_k_ _t_o_ _p_e_a_k_ _d_i_s_t_a_n_c_e,a_c_c_y___R_o_o_t_ _m_e_a_n_ _s_q_u_a_r_e,a_c_c_y___S_k_e_w_n_e_s_s,a_c_c_y___S_t_a_n_d_a_r_d_ _d_e_v_i_a_t_i_o_n,a_c_c_y___V_a_r_i_a_n_c_e,a_c_c_z___A_b_s_o_l_u_t_e_ _e_n_e_r_g_y,a_c_c_z___A_v_e_r_a_g_e_ _p_o_w_e_r,a_c_c_z___E_C_D_F_ _P_e_r_c_e_n_t_i_l_e_ _C_o_u_n_t___0,a_c_c_z___E_C_D_F_ _P_e_r_c_e_n_t_i_l_e_ _C_o_u_n_t___1,a_c_c_z___E_C_D_F_ _P_e_r_c_e_n_t_i_l_e___0,a_c_c_z___E_C_D_F_ _P_e_r_c_e_n_t_i_l_e___1,a_c_c_z___E_C_D_F___0,a_c_c_z___E_C_D_F___1,a_c_c_z___E_C_D_F___2,a_c_c_z___E_C_D_F___3,a_c_c_z___E_C_D_F___4,a_c_c_z___E_C_D_F___5,a_c_c_z___E_C_D_F___6,a_c_c_z___E_C_D_F___7,a_c_c_z___E_C_D_F___8,a_c_c_z___E_C_D_F___9,a_c_c_z___E_n_t_r_o_p_y,a_c_c_z___H_i_s_t_o_g_r_a_m_ _m_o_d_e,a_c_c_z___I_n_t_e_r_q_u_a_r_t_i_l_e_ _r_a_n_g_e,a_c_c_z___K_u_r_t_o_s_i_s,a_c_c_z___M_a_x,a_c_c_z___M_e_a_n,a_c_c_z___M_e_a_n_ _a_b_s_o_l_u_t_e_ _d_e_v_i_a_t_i_o_n,a_c_c_z___M_e_d_i_a_n,a_c_c_z___M_e_d_i_a_n_ _a_b_s_o_l_u_t_e_ _d_e_v_i_a_t_i_o_n,a_c_c_z___M_i_n,a_c_c_z___P_e_a_k_ _t_o_ _p_e_a_k_ _d_i_s_t_a_n_c_e,a_c_c_z___R_o_o_t_ _m_e_a_n_ _s_q_u_a_r_e,a_c_c_z___S_k_e_w_n_e_s_s,a_c_c_z___S_t_a_n_d_a_r_d_ _d_e_v_i_a_t_i_o_n,a_c_c_z___V_a_r_i_a_n_c_e
150.88391380731622,2.358298121402254,640.0,2560.0,0.09076388,0.3013601,0.0003125,0.000625,0.0009375,0.00125,0.0015625,0.001875,0.0021875,0.0025,0.0028125,0.003125,0.9996779417455112,0.2927037699999999,0.18937997500000003,0.3211744429143284,0.3326648,0.1413863333540625,0.12137093332581951,0.18634794999999998,0.08313514999999999,-0.4665558,0.7992206,0.21714332378589565,-1.1524206087071354,0.16480633423955596,0.027161127805480235,1887.4827640516526,29.50113729371136,640.0,2560.0,0.7366676,0.9313894,0.0003125,0.000625,0.0009375,0.00125,0.0015625,0.001875,0.0021875,0.0025,0.0028125,0.003125,0.9995169126182666,0.7301236499999999,0.037138899999999975,1.4366910046058434,1.03335,0.7023060574672813,0.22124778211566798,0.7912383,0.02286910000000003,-0.1795554,1.2129054,0.7680093513533162,-1.7201970073915844,0.3108127497560313,0.09660456541090534,1133.8556612765365,17.72203284270923,640.0,2560.0,-0.2123542,0.6497158,0.0003125,0.000625,0.0009375,0.00125,0.0015625,0.001875,0.0021875,0.0025,0.0028125,0.003125,0.9995705889940146,0.63525488,0.10584312500000004,-0.45309118159661965,1.281363,0.43192534093749996,0.31165607322851563,0.5321810499999999,0.05556339999999993,-0.5646602,1.8460231999999999,0.5952561584300642,-0.7693103297229639,0.40959784423864104,0.16777039400494204
212.1376641924317,2.908385854022919,729.0,2918.0,0.2237623,0.2534553,0.00027412280701754384,0.0005482456140350877,0.0008223684210526315,0.0010964912280701754,0.0013706140350877192,0.001644736842105263,0.001918859649122807,0.0021929824561403508,0.0024671052631578946,0.0027412280701754384,0.9984535445590784,0.24845399499999998,0.015529850000000012,0.135334268158108,0.3123139,0.24073787066885968,0.01086803903003808,0.2433566,0.006236199999999997,0.170403,0.14191089999999998,0.24114678513837684,-0.5433229001430044,0.014037435962378945,0.0001970496083978897,3360.7183332477252,46.07510739303161,729.0,2918.0,0.9504664,0.9708018,0.00027412280701754384,0.0005482456140350877,0.0008223684210526315,0.0010964912280701754,0.0013706140350877192,0.001644736842105263,0.001918859649122807,0.0021929824561403508,0.0024671052631578946,0.0027412280701754384,0.9992123500322037,0.9509951799999999,0.016316974999999956,2.584859091764237,1.027658,0.9597460875822369,0.009443601696585735,0.95589905,0.006625150000000024,0.9097152,0.11794280000000001,0.9598174530113462,0.9933427267219205,0.011704293049013662,0.00013699047577718954,57.136626512699536,0.7833373527927,729.0,2918.0,0.03175834,0.1754327,0.00027412280701754384,0.0005482456140350877,0.0008223684210526315,0.0010964912280701754,0.0013706140350877192,0.001644736842105263,0.001918859649122807,0.0021929824561403508,0.0024671052631578946,0.0027412280701754384,0.9995830088405785,0.028096990250000002,0.1355467325,-1.9030966936917941,0.229019,0.10496615287061402,0.06722770698850487,0.15453695,0.029996899999999993,-0.007359835,0.236378835,0.1251497201082536,-0.09251392841995358,0.06815100288856431,0.0046445591947171004
174.3720775694884,2.6719595091861534,652.0,2611.0,0.172327,0.2830342,0.00030637254901960784,0.0006127450980392157,0.0009191176470588235,0.0012254901960784314,0.0015318627450980392,0.001838235294117647,0.002144607843137255,0.0024509803921568627,0.0027573529411764708,0.0030637254901960784,0.9995800392257225,0.168125005,0.100370725,-1.4555055967478798,0.37184,0.22519817503063727,0.04819320540674335,0.2315797,0.05438769999999998,0.1321753,0.2396647,0.2311337662108437,0.2250285030692473,0.05204421049146009,0.0027085998456794044,835.322629179903,12.799917701193731,652.0,2611.0,0.4814863,0.5328774,0.00030637254901960784,0.0006127450980392157,0.0009191176470588235,0.0012254901960784314,0.0015318627450980392,0.001838235294117647,0.002144607843137255,0.0024509803921568627,0.0027573529411764708,0.0030637254901960784,0.9997900196128613,0.490092015,0.03448625000000005,0.0665907817092446,0.6261402,0.5052227461397059,0.02044931069273987,0.5017306500000001,0.01682694999999995,0.4168353,0.20930490000000002,0.5058852865577408,0.3306468039813306,0.02588242528554496,0.0006698999386618172,2215.56602008569,33.94983175123644,652.0,2611.0,0.8141597,0.8352713,0.00030637254901960784,0.0006127450980392157,0.0009191176470588235,0.0012254901960784314,0.0015318627450980392,0.001838235294117647,0.002144607843137255,0.0024509803921568627,0.0027573529411764708,0.0030637254901960784,0.9993700588385837,0.82027297,0.016634700000000113,1.9205358827408174,0.8767522,0.8237714153186274,0.010448608012618344,0.8237368,0.008314999999999961,0.7512428,0.1255094,0.8238862840798362,-0.5607368288576566,0.013757339816472699,0.00018926439882590505
228.23326707155314,2.477026992311191,921.0,3686.0,0.1772627,0.2645969,0.00021701388888888888,0.00043402777777777775,0.0006510416666666666,0.0008680555555555555,0.0010850694444444445,0.0013020833333333333,0.0015190972222222222,0.001736111111111111,0.001953125,0.002170138888888889,0.9996790243161288,0.2344689485,0.07373290000000002,-1.0646774148428586,0.3186388,0.21755431077039933,0.040951033870897637,0.23210305,0.04003670000000001,0.07815351,0.24048529000000002,0.22255289003069392,-0.23662055302487087,0.04690320592700102,0.002199910726230664,3874.197671837804,42.046859907074065,921.0,3686.0,0.8977186,0.9384573,0.00021701388888888888,0.00043402777777777775,0.0006510416666666666,0.0008680555555555555,0.0010850694444444445,0.0013020833333333333,0.0015190972222222222,0.001736111111111111,0.001953125,0.002170138888888889,0.999572032421505,0.90876065,0.03331440000000008,4.765320951104294,1.13903,0.9166494652126735,0.018520668143472557,0.91918425,0.01710174999999997,0.8320042,0.3070258,0.9169267708436706,0.6868015939842612,0.022549080139126217,0.0005084610151207365,502.1530675301369,5.449892202410863,921.0,3686.0,-0.364234,0.3224691,0.00021701388888888888,0.00043402777777777775,0.0006510416666666666,0.0008680555555555555,0.0010850694444444445,0.0013020833333333333,0.0015190972222222222,0.001736111111111111,0.001953125,0.002170138888888889,0.9996433603512543,-0.35387997000000004,0.582670025,-1.8138213776169247,0.4717409,-0.0474422039898394,0.31995100863572506,-0.32014834999999997,0.05898205000000001,-0.3973337,0.8690746,0.3301123899556026,0.2097972550936826,0.3266855174059394,0.10672342728278633
196.1111474721017,2.1892291524012246,896.0,3584.0,0.08451581,0.2797759,0.0002232142857142857,0.0004464285714285714,0.0006696428571428571,0.0008928571428571428,0.0011160714285714285,0.0013392857142857143,0.0015625,0.0017857142857142857,0.0020089285714285712,0.002232142857142857,0.9995215239498935,0.2882270925,0.1808524625,-1.8382148220871213,0.3006365,0.18831492422098214,0.08919456135937501,0.2058103,0.07767554999999998,0.05244835,0.24818814999999997,0.20922430476307988,-0.10902466296985017,0.09117181044182399,0.008312299019239884,862.0800074537933,9.623576774433952,896.0,3584.0,-0.4453111,0.440135,0.0002232142857142857,0.0004464285714285714,0.0006696428571428571,0.0008928571428571428,0.0011160714285714285,0.0013392857142857143,0.0015625,0.0017857142857142857,0.0020089285714285712,0.002232142857142857,0.9996687473499262,0.42268924500000005,0.8801239999999999,-1.9968512752915673,0.4710856,-0.001145002522321446,0.43848995546875,0.013527700000000004,0.4351039,-0.4968415,0.9679271,0.4386668133018095,-0.0007501093868848834,0.43866531896377275,0.19242726206158847,3420.1280879029573,38.179594640577776,896.0,3584.0,0.8538681,0.8920071,0.0002232142857142857,0.0004464285714285714,0.0006696428571428571,0.0008928571428571428,0.0011160714285714285,0.0013392857142857143,0.0015625,0.0017857142857142857,0.0020089285714285712,0.002232142857142857,0.9994479122498772,0.895379155,0.03393584999999999,-1.1999568019986715,0.9479968,0.8735360871651785,0.017093226089215957,0.874031,0.016768800000000028,0.8310687,0.11692809999999998,0.8737399202237611,-0.0008001725279823289,0.018872006061197565,0.00035615261277387763
169.22860982833032,1.8625204691649826,908.0,3635.0,0.1815587,0.2082952,0.00022007042253521127,0.00044014084507042255,0.0006602112676056338,0.0008802816901408451,0.0011003521126760564,0.0013204225352112676,0.0015404929577464788,0.0017605633802816902,0.0019806338028169014,0.0022007042253521128,0.9988407571858313,0.17987543749999998,0.015046300000000012,5.657637253209835,0.2934812,0.1922616638138204,0.012228725752993413,0.18752000000000002,0.005963300000000019,0.04102395,0.25245724999999997,0.19298241285144888,0.9830475899289414,0.01666326191081888,0.00027766429750854726,2142.4617439474277,23.579812282054014,908.0,3635.0,0.5545847,0.7959056,0.00022007042253521127,0.00044014084507042255,0.0006602112676056338,0.0008802816901408451,0.0011003521126760564,0.0013204225352112676,0.0015404929577464788,0.0017605633802816902,0.0019806338028169014,0.0022007042253521128,0.99934792591703,0.792986955,0.23602077499999996,-1.8884327186314473,0.8467746,0.6759816086927817,0.11894243612316505,0.75692205,0.06270014999999995,0.4881903,0.3585843,0.6866530865408209,-0.08020778424273868,0.12058742042665548,0.014541325965154965,2322.0295609913223,25.556125478663024,908.0,3635.0,0.5920223,0.8230575,0.00022007042253521127,0.00044014084507042255,0.0006602112676056338,0.0008802816901408451,0.0011003521126760564,0.0013204225352112676,0.0015404929577464788,0.0017605633802816902,0.0019806338028169014,0.0022007042253521128,0.999529057606744,0.589776775,0.22504182500000014,-1.9204333929100736,0.8734303,0.7055112221610915,0.1141076994538534,0.6203673000000001,0.06284155000000008,0.4952256,0.3782047,0.7148496531625453,0.04024947674526274,0.11516918872413036,0.013263942031374355
213.9241883285403,2.0139727765820026,1062.0,4249.0,-0.3002984,-0.002862809,0.00018825301204819278,0.00037650602409638556,0.0005647590361445783,0.0007530120481927711,0.0009412650602409639,0.0011295180722891566,0.0013177710843373493,0.0015060240963855422,0.001694277108433735,0.0018825301204819277,0.9999391507354484,-0.006178370500000003,0.274590853,-1.802986519095297,0.01317361,-0.14675055408448157,0.13216509969213872,-0.1117023,0.1149075155,-0.373866,0.38703961,0.20067853099624922,-0.1335275707138655,0.13688004850492352,0.018736147678710215,2946.4279668945665,27.738918912583003,1062.0,4249.0,0.7034833,0.8298647,0.00018825301204819278,0.00037650602409638556,0.0005647590361445783,0.0007530120481927711,0.0009412650602409639,0.0011295180722891566,0.0013177710843373493,0.0015060240963855422,0.001694277108433735,0.0018825301204819277,0.9986308915475921,0.702831765,0.11675892499999996,-0.8380507945383382,0.8608868,0.742818752748494,0.046089308182272574,0.7113678999999999,0.00974284999999997,0.6749397,0.18594709999999992,0.7447643516918186,0.9946672498945965,0.053798142310926125,0.00289424011610666,2399.34878375502,22.588484124976652,1062.0,4249.0,0.5875942,0.7318482,0.00018825301204819278,0.00037650602409638556,0.0005647590361445783,0.0007530120481927711,0.0009412650602409639,0.0011295180722891566,0.0013177710843373493,0.0015060240963855422,0.001694277108433735,0.0018825301204819277,0.9994523566190368,0.670697205,0.10818207499999999,-0.9851296064551396,0.7568997,0.6697975922063254,0.04373111939453972,0.67739125,0.02887194999999998,0.5653386,0.19156109999999993,0.6720748734300743,-0.512494655382753,0.05527948055707122,0.003055820970659615
262.04308601646136,2.2750745443346183,1152.0,4608.0,0.1776232,0.2463597,0.00017361111111111112,0.00034722222222222224,0.0005208333333333333,0.0006944444444444445,0.0008680555555555555,0.0010416666666666667,0.0012152777777777778,0.001388888888888889,0.0015625,0.001736111111111111,0.9994718780175088,0.17464394,0.061857474999999995,-1.3066372035718798,0.3463589,0.21063213664930558,0.03095311110211709,0.19834554999999998,0.027763900000000022,0.1443413,0.20201760000000002,0.21329226737578255,0.23736271832897535,0.03358116038570723,0.0011276943328505926,2191.244702516896,19.02452424480722,1152.0,4608.0,0.5917827,0.6368087,0.00017361111111111112,0.00034722222222222224,0.0005208333333333333,0.0006944444444444445,0.0008680555555555555,0.0010416666666666667,0.0012152777777777778,0.001388888888888889,0.0015625,0.001736111111111111,0.9988776728609607,0.605870385,0.036559999999999926,2.839533612490939,0.7983985,0.6164304044444445,0.016471662792438266,0.61782655,0.017109099999999988,0.5022014,0.2961971,0.616785560401907,0.4152413443906368,0.020928067200603685,0.0004379839967529837,3429.4069861282005,29.774327019692656,1152.0,4608.0,0.7448112,0.7958207,0.00017361111111111112,0.00034722222222222224,0.0005208333333333333,0.0006944444444444445,0.0008680555555555555,0.0010416666666666667,0.0012152777777777778,0.001388888888888889,0.0015625,0.001736111111111111,0.9995830615927702,0.789787925,0.040505425000000095,-0.4642559073382597,0.8326923,0.7711979644618054,0.021254220660548093,0.77547995,0.019436500000000023,0.6610748,0.1716175000000001,0.7716107550532999,-0.5493631298615758,0.025236024328157976,0.0006368569238913811
55.96348619059333,0.6073744974017075,921.0,3686.0,-0.1062205,0.1260391,0.00021701388888888888,0.00043402777777777775,0.0006510416666666666,0.0008680555555555555,0.0010850694444444445,0.0013020833333333333,0.0015190972222222222,0.001736111111111111,0.001953125,0.002170138888888889,0.9996790243161289,0.14704847499999998,0.183945125,-0.7799390612616235,0.293724,0.03969184714418403,0.08637594346161467,0.08067267,0.044627929999999996,-0.2929781,0.5867021,0.11020369219767678,-0.8904117664875836,0.10280764098199617,0.010569411044283019,2019.981908499733,21.922964060122997,921.0,3686.0,0.5108926,0.7438612,0.00021701388888888888,0.00043402777777777775,0.0006510416666666666,0.0008680555555555555,0.0010850694444444445,0.0013020833333333333,0.0015190972222222222,0.001736111111111111,0.001953125,0.002170138888888889,0.9994293765620068,0.699168585,0.16499417500000002,-0.5422698654043199,1.034184,0.6511631832899306,0.09968710064124588,0.7178599,0.04569394999999998,0.2897053,0.7444786999999999,0.6620907259951062,-0.9304440942182658,0.1197941491745362,0.014350638176451031,2645.2294910710407,28.708807152930763,921.0,3686.0,0.6764595,0.8690319,0.00021701388888888888,0.00043402777777777775,0.0006510416666666666,0.0008680555555555555,0.0010850694444444445,0.0013020833333333333,0.0015190972222222222,0.001736111111111111,0.001953125,0.002170138888888889,0.999750352245878,0.7097274,0.15578990000000004,-0.8692593124501515,0.9872766,0.7520973874131944,0.07734265940174997,0.70037755,0.05039969999999999,0.3705006,0.616776,0.7576618895397227,0.6041585101876095,0.09165728943815758,0.008401058707150194
17.313253669314793,0.18790160266241365,921.0,3686.0,0.03833663,0.07504664,0.00021701388888888888,0.00043402777777777775,0.0006510416666666666,0.0008680555555555555,0.0010850694444444445,0.0013020833333333333,0.0015190972222222222,0.001736111111111111,0.001953125,0.002170138888888889,0.9998216801756272,0.06654911999999999,0.030862170000000008,-0.9532831397996122,0.1087692,0.058312499487847225,0.01621270761613634,0.061457775,0.014838659999999997,0.0149468,0.0938224,0.06129613779103728,-0.0628488625158262,0.018890974341670308,0.0003568689115776459,947.5960992775287,10.284307567587678,921.0,3686.0,0.4269531,0.4846222,0.00021701388888888888,0.00043402777777777775,0.0006510416666666666,0.0008680555555555555,0.0010850694444444445,0.0013020833333333333,0.0015190972222222222,0.001736111111111111,0.001953125,0.002170138888888889,0.9995007044917559,0.46070872,0.050142725,-1.0648282961193192,0.5159698,0.45254983103298607,0.02471769275339386,0.4569404,0.02567904999999998,0.3931674,0.12280240000000003,0.4534771379024064,-0.18410525380764778,0.02898560042803762,0.0008401650321738546,3727.465094872147,40.45436395563433,921.0,3686.0,0.8830197,0.9144213,0.00021701388888888888,0.00043402777777777775,0.0006510416666666666,0.0008680555555555555,0.0010850694444444445,0.0013020833333333333,0.0015190972222222222,0.001736111111111111,0.001953125,0.002170138888888889,0.9990014089835116,0.913082905,0.02639164999999999,-0.8584640142172679,0.9440823,0.8992532840711804,0.013463786601200817,0.90029555,0.012886449999999938,0.8555126,0.08856970000000008,0.899395183407047,-0.18504747921603548,0.015975826206879835,0.00025522702299242856
